day,month,year,tmax,tmin,precip,srad
30,8,1981,29.20,18.00,0.00,23.45
31,8,1981,25.20,18.60,2.20,13.21
1,9,1981,27.40,18.20,0.00,13.06
2,9,1981,28.00,17.00,0.00,19.66
3,9,1981,28.60,18.20,1.60,22.08
4,9,1981,26.40,19.00,0.00,12.76
5,9,1981,29.40,19.00,0.00,20.98
6,9,1981,28.60,19.20,0.00,15.68
7,9,1981,26.20,18.20,21.80,13.75
8,9,1981,29.40,17.20,3.60,23.27
9,9,1981,29.60,19.34,0.00,23.93
10,9,1981,29.40,19.00,1.80,25.39
11,9,1981,25.60,17.80,13.50,11.83
12,9,1981,28.60,16.80,0.00,23.80
13,9,1981,28.20,17.80,0.00,23.16
14,9,1981,29.40,17.20,22.20,22.03
15,9,1981,24.60,16.80,0.00,10.54
16,9,1981,29.00,17.40,0.00,19.61
17,9,1981,29.20,16.60,0.00,20.42
18,9,1981,29.80,18.20,0.00,23.82
19,9,1981,27.20,19.60,0.00,10.54
20,9,1981,30.00,19.00,0.00,25.44
21,9,1981,30.20,18.20,0.00,15.55
22,9,1981,32.20,19.20,0.00,21.55
23,9,1981,32.00,19.20,0.00,26.40
24,9,1981,32.40,20.00,0.00,21.05
25,9,1981,32.00,19.20,0.00,25.09
26,9,1981,32.00,21.00,0.00,23.14
27,9,1981,31.60,17.20,0.00,22.81
28,9,1981,31.80,19.00,0.00,22.64
29,9,1981,32.80,18.40,31.50,23.92
30,9,1981,31.60,17.40,2.50,23.91
1,10,1981,27.80,18.80,0.00,16.30
2,10,1981,28.60,18.20,2.80,22.43
3,10,1981,26.60,18.80,1.80,15.95
4,10,1981,25.40,19.00,1.00,14.97
5,10,1981,28.00,18.00,0.00,22.54
6,10,1981,30.00,19.20,6.20,24.46
7,10,1981,28.60,18.20,0.00,22.51
8,10,1981,25.40,19.00,16.10,12.50
9,10,1981,26.00,19.20,43.00,14.90
10,10,1981,26.80,18.00,0.00,15.05
11,10,1981,25.80,19.40,0.00,21.62
12,10,1981,27.00,19.00,0.50,17.58
13,10,1981,28.00,19.80,1.70,18.05
14,10,1981,25.80,19.20,59.30,14.34
15,10,1981,26.60,19.20,5.00,18.32
16,10,1981,26.00,19.20,1.60,15.74
17,10,1981,27.20,19.80,13.70,19.40
18,10,1981,27.00,19.40,0.00,16.50
19,10,1981,28.20,19.80,0.00,20.94
20,10,1981,29.40,19.40,19.20,23.14
21,10,1981,28.80,19.40,37.10,23.91
22,10,1981,27.00,18.60,4.60,17.37
23,10,1981,26.60,19.20,16.50,17.50
24,10,1981,26.60,18.80,8.40,10.98
25,10,1981,28.60,17.40,1.60,22.99
26,10,1981,26.80,19.00,0.60,16.16
27,10,1981,27.20,18.20,0.00,15.35
28,10,1981,26.60,19.00,0.00,14.69
29,10,1981,27.00,19.00,5.90,17.19
30,10,1981,23.40,19.20,0.00,9.31
31,10,1981,27.40,18.00,0.60,15.25
1,11,1981,26.00,19.00,0.10,10.69
2,11,1981,27.60,17.80,0.20,23.66
3,11,1981,28.80,18.40,1.50,21.43
4,11,1981,25.20,19.19,37.90,13.75
5,11,1981,27.40,17.80,0.00,20.90
6,11,1981,28.80,18.40,0.00,23.20
7,11,1981,28.80,19.40,0.00,20.53
8,11,1981,27.60,19.40,1.60,18.79
9,11,1981,27.60,17.20,0.00,21.39
10,11,1981,28.40,19.20,0.00,21.67
11,11,1981,28.00,19.00,2.90,22.41
12,11,1981,27.40,19.80,1.90,16.21
13,11,1981,27.60,18.80,5.30,22.81
14,11,1981,26.00,20.00,3.80,12.93
15,11,1981,27.00,20.00,9.70,15.83
16,11,1981,26.60,19.00,0.70,12.89
17,11,1981,26.80,19.60,0.00,17.47
18,11,1981,28.00,18.60,0.00,20.04
19,11,1981,28.20,19.40,1.80,20.17
20,11,1981,26.80,19.00,11.30,12.20
21,11,1981,24.60,19.20,14.40,10.97
22,11,1981,24.40,19.00,5.10,13.08
23,11,1981,26.60,17.70,5.80,13.52
24,11,1981,26.20,18.70,54.30,18.52
25,11,1981,25.40,18.20,5.40,13.19
26,11,1981,28.20,17.40,0.00,24.70
27,11,1981,26.00,19.60,19.80,11.79
28,11,1981,26.20,19.30,2.00,15.11
29,11,1981,26.00,18.60,15.40,13.88
30,11,1981,25.60,18.40,16.40,14.17
1,12,1981,27.00,19.40,0.00,21.10
2,12,1981,26.00,20.20,0.30,15.35
3,12,1981,28.80,18.40,0.10,16.69
4,12,1981,28.20,19.20,0.00,16.38
5,12,1981,26.45,19.60,1.80,9.90
6,12,1981,26.40,19.00,2.80,17.11
7,12,1981,27.60,19.20,1.00,20.70
8,12,1981,29.00,18.80,3.50,17.54
9,12,1981,29.20,18.20,0.00,21.43
10,12,1981,27.00,17.80,0.00,10.17
11,12,1981,28.69,18.70,5.50,9.86
12,12,1981,27.00,18.80,0.00,14.80
13,12,1981,27.80,19.00,0.60,19.15
14,12,1981,27.80,17.40,0.00,18.09
15,12,1981,28.20,19.40,0.00,19.89
16,12,1981,29.40,16.90,0.00,23.33
17,12,1981,28.90,18.20,0.60,21.08
18,12,1981,28.80,19.20,0.00,21.83
19,12,1981,28.64,19.40,0.00,17.18
20,12,1981,28.60,19.39,0.00,17.18
21,12,1981,26.00,19.20,0.00,10.44
22,12,1981,27.00,18.90,0.80,15.54
23,12,1981,27.60,20.00,6.40,12.55
24,12,1981,29.20,19.20,0.00,21.69
25,12,1981,28.40,19.20,17.50,12.10
26,12,1981,26.00,18.80,0.80,13.46
27,12,1981,28.60,19.60,0.70,18.12
28,12,1981,29.00,19.40,0.10,23.53
29,12,1981,24.60,20.30,0.00,8.82
30,12,1981,28.40,18.40,2.60,18.45
31,12,1981,27.80,18.40,31.90,15.00
1,1,1982,29.86,21.06,31.70,21.85
2,1,1982,26.20,19.00,0.00,14.12
3,1,1982,24.00,18.90,10.40,8.86
4,1,1982,24.00,19.20,10.70,9.32
5,1,1982,25.40,18.70,18.40,11.14
6,1,1982,27.40,19.50,3.20,8.88
7,1,1982,24.40,19.20,2.10,11.62
8,1,1982,27.20,19.00,11.10,14.96
9,1,1982,25.20,19.20,0.80,11.34
10,1,1982,27.60,18.95,0.00,17.58
11,1,1982,28.40,17.70,0.00,20.33
12,1,1982,28.80,18.40,0.60,20.21
13,1,1982,28.20,19.30,0.00,22.37
14,1,1982,28.80,18.60,0.00,23.61
15,1,1982,28.80,20.30,0.00,19.22
16,1,1982,28.20,18.30,0.00,19.70
17,1,1982,29.00,18.30,0.00,20.96
18,1,1982,29.20,19.40,0.00,22.98
19,1,1982,29.60,19.60,0.00,23.78
20,1,1982,29.20,16.30,0.00,24.74
21,1,1982,29.80,20.85,0.00,24.16
22,1,1982,30.00,16.00,0.00,25.43
23,1,1982,30.20,16.80,0.00,22.69
24,1,1982,29.26,18.20,0.00,19.95
25,1,1982,29.80,16.60,0.00,23.23
26,1,1982,29.80,17.45,0.10,22.03
27,1,1982,27.40,17.71,5.50,12.43
28,1,1982,27.40,16.50,10.50,11.05
29,1,1982,27.00,18.40,0.00,14.81
30,1,1982,27.40,18.90,1.50,17.02
31,1,1982,27.52,18.20,0.20,14.39
1,2,1982,27.80,19.30,11.00,16.30
2,2,1982,26.80,19.60,0.20,10.21
3,2,1982,29.40,17.60,1.00,24.68
4,2,1982,27.40,17.80,0.10,18.90
5,2,1982,25.40,19.40,0.40,10.90
6,2,1982,28.40,18.40,26.20,21.18
7,2,1982,25.60,16.00,1.40,10.15
8,2,1982,28.00,19.60,0.20,13.17
9,2,1982,27.60,19.80,8.60,12.88
10,2,1982,28.60,19.40,0.30,16.24
11,2,1982,28.80,19.40,0.00,11.81
12,2,1982,28.80,19.80,0.00,18.68
13,2,1982,26.80,16.00,45.40,11.69
14,2,1982,27.00,18.20,17.20,15.07
15,2,1982,26.00,19.20,13.90,11.09
16,2,1982,26.40,15.90,6.80,18.65
17,2,1982,26.60,18.00,0.50,18.51
18,2,1982,26.60,16.80,0.30,14.85
19,2,1982,27.00,18.40,29.30,13.10
20,2,1982,28.80,18.00,10.00,9.57
21,2,1982,25.80,19.16,0.00,10.56
22,2,1982,27.40,19.60,0.00,15.74
23,2,1982,27.80,19.20,0.00,17.71
24,2,1982,27.40,20.50,0.00,12.22
25,2,1982,28.60,18.70,0.00,20.35
26,2,1982,29.20,19.60,1.30,22.97
27,2,1982,29.40,18.00,5.30,17.96
28,2,1982,28.40,19.00,12.80,16.20
1,3,1982,27.40,19.80,0.00,17.19
2,3,1982,29.20,18.00,0.20,18.68
3,3,1982,26.80,20.00,28.50,16.58
4,3,1982,27.80,19.80,0.00,13.98
5,3,1982,28.00,18.60,0.90,19.39
6,3,1982,28.80,20.00,0.20,16.96
7,3,1982,29.20,20.00,0.00,22.70
8,3,1982,29.40,18.40,0.00,18.63
9,3,1982,28.00,17.80,0.00,19.13
10,3,1982,29.40,15.20,0.00,18.49
11,3,1982,28.20,19.20,5.50,13.26
12,3,1982,27.80,17.40,0.30,18.85
13,3,1982,28.60,16.60,0.10,18.20
14,3,1982,27.00,16.20,8.40,13.45
15,3,1982,27.60,18.20,3.90,14.61
16,3,1982,26.60,17.40,10.20,11.98
17,3,1982,27.30,17.00,0.00,21.36
18,3,1982,25.80,15.80,8.80,11.67
19,3,1982,27.60,18.90,0.80,15.78
20,3,1982,25.00,17.41,0.10,10.19
21,3,1982,28.80,18.20,0.00,20.40
22,3,1982,30.70,16.70,0.00,22.38
23,3,1982,30.40,20.70,14.30,19.58
24,3,1982,26.80,17.60,7.40,12.35
25,3,1982,29.75,18.00,1.10,16.29
26,3,1982,26.70,17.80,0.00,16.62
27,3,1982,28.00,19.00,0.00,21.55
28,3,1982,26.50,17.60,8.30,10.54
29,3,1982,26.00,15.80,0.10,13.00
30,3,1982,29.20,19.00,0.00,23.02
31,3,1982,27.30,18.40,30.00,15.46
1,4,1982,27.00,18.40,2.50,12.17
2,4,1982,25.60,20.40,1.80,9.87
3,4,1982,28.00,18.60,2.50,18.56
4,4,1982,24.80,17.30,13.30,11.01
5,4,1982,29.00,17.40,11.30,24.10
6,4,1982,24.60,19.20,1.60,11.00
7,4,1982,26.20,18.00,0.20,15.74
8,4,1982,24.80,18.70,1.70,10.67
9,4,1982,27.48,18.38,9.90,19.59
10,4,1982,25.20,18.00,0.20,10.49
11,4,1982,29.20,17.00,7.10,23.34
12,4,1982,25.80,18.00,0.20,15.03
13,4,1982,26.20,16.50,0.10,16.96
14,4,1982,27.00,18.80,5.00,17.11
15,4,1982,27.80,18.60,3.40,23.09
16,4,1982,28.40,19.80,10.00,14.00
17,4,1982,25.20,19.30,2.10,12.05
18,4,1982,26.60,17.20,0.50,17.69
19,4,1982,27.20,16.60,7.70,15.41
20,4,1982,28.40,17.00,5.20,17.00
21,4,1982,23.80,18.80,10.00,9.75
22,4,1982,29.20,16.80,6.60,26.92
23,4,1982,29.20,17.80,9.30,12.29
24,4,1982,27.00,18.00,0.10,12.92
25,4,1982,30.40,18.80,0.00,24.26
26,4,1982,30.20,19.40,0.00,23.42
27,4,1982,30.20,16.20,0.80,24.51
28,4,1982,26.00,20.00,57.50,12.22
29,4,1982,27.40,18.40,1.70,18.40
30,4,1982,28.87,19.90,0.20,9.65
1,5,1982,28.00,19.30,49.20,20.25
2,5,1982,27.00,17.80,0.20,18.16
3,5,1982,28.00,20.00,0.60,18.93
4,5,1982,28.20,20.00,10.70,22.06
5,5,1982,28.00,19.50,0.10,20.29
6,5,1982,27.40,20.40,7.90,12.87
7,5,1982,27.20,20.90,22.80,13.17
8,5,1982,27.60,21.00,15.30,11.43
9,5,1982,28.00,19.90,0.00,23.14
10,5,1982,26.40,20.20,6.90,11.71
11,5,1982,28.00,20.30,5.60,22.14
12,5,1982,28.80,19.90,5.90,22.42
13,5,1982,29.40,19.70,0.00,20.05
14,5,1982,27.80,20.00,43.00,15.37
15,5,1982,27.60,19.00,22.60,13.49
16,5,1982,26.80,19.00,0.30,16.56
17,5,1982,29.74,20.00,12.60,17.62
18,5,1982,29.63,18.00,2.40,20.37
19,5,1982,25.40,18.60,12.10,11.72
20,5,1982,27.40,18.40,14.30,17.09
21,5,1982,27.48,18.00,7.00,13.99
22,5,1982,26.40,18.90,17.00,16.73
23,5,1982,26.60,18.60,0.30,19.77
24,5,1982,27.80,18.40,13.50,20.97
25,5,1982,27.60,18.40,23.60,21.10
26,5,1982,26.00,19.20,12.40,16.50
27,5,1982,26.20,18.80,18.60,19.07
28,5,1982,29.43,20.20,11.10,9.31
29,5,1982,26.80,19.20,0.40,15.53
30,5,1982,28.40,19.00,0.00,23.25
31,5,1982,29.00,20.00,0.00,18.37
1,6,1982,28.00,20.10,0.00,18.35
2,6,1982,28.20,19.70,0.00,15.76
3,6,1982,28.80,19.20,0.00,18.92
4,6,1982,28.40,19.00,0.00,19.36
5,6,1982,27.80,19.40,3.00,14.06
6,6,1982,27.40,19.60,0.90,15.40
7,6,1982,29.80,19.00,0.00,25.03
8,6,1982,29.20,20.20,0.00,18.84
9,6,1982,29.60,20.00,8.70,23.18
10,6,1982,26.80,19.00,0.00,19.11
11,6,1982,28.60,19.00,7.40,19.55
12,6,1982,28.60,18.40,0.10,21.34
13,6,1982,30.00,19.20,10.70,25.52
14,6,1982,28.20,18.70,1.40,16.67
15,6,1982,28.80,19.10,0.00,17.56
16,6,1982,28.20,18.60,0.30,20.25
17,6,1982,28.40,19.40,0.00,20.39
18,6,1982,28.80,19.00,0.00,17.99
19,6,1982,29.80,18.70,3.30,20.53
20,6,1982,27.00,18.60,3.80,14.39
21,6,1982,27.40,18.80,12.80,12.60
22,6,1982,28.60,19.40,0.00,22.61
23,6,1982,30.50,19.20,0.00,25.30
24,6,1982,29.80,18.50,0.00,14.69
25,6,1982,28.20,18.20,0.00,17.53
26,6,1982,29.80,18.40,0.00,25.30
27,6,1982,27.80,19.30,0.00,15.44
28,6,1982,30.40,19.20,0.00,25.16
29,6,1982,30.00,19.60,0.00,15.44
30,6,1982,30.40,18.80,0.00,19.34
1,7,1982,30.20,18.90,0.00,18.30
2,7,1982,28.20,19.40,0.00,17.10
3,7,1982,29.00,16.80,0.00,15.76
4,7,1982,29.80,17.00,0.20,19.82
5,7,1982,30.80,16.00,0.00,18.78
6,7,1982,29.20,18.00,0.00,19.99
7,7,1982,29.40,16.80,0.00,18.05
8,7,1982,29.40,17.70,0.00,13.55
9,7,1982,30.00,16.40,0.00,25.44
10,7,1982,31.00,19.00,0.00,21.09
11,7,1982,31.20,20.40,0.00,19.15
12,7,1982,28.40,19.00,0.50,16.60
13,7,1982,30.00,18.40,0.00,17.37
14,7,1982,32.20,17.40,0.00,24.18
15,7,1982,32.20,18.80,0.00,22.24
16,7,1982,28.60,19.00,0.00,10.91
17,7,1982,32.40,18.70,0.00,25.61
18,7,1982,28.60,19.30,0.30,10.93
19,7,1982,30.00,18.20,0.00,15.04
20,7,1982,28.40,17.50,0.00,14.60
21,7,1982,31.80,17.00,0.00,25.57
22,7,1982,31.00,19.10,0.00,19.05
23,7,1982,30.00,20.00,0.00,16.78
24,7,1982,31.20,17.40,0.00,22.30
25,7,1982,31.20,18.00,0.00,20.18
26,7,1982,30.56,18.30,0.00,18.22
27,7,1982,28.80,16.00,0.70,13.95
28,7,1982,29.00,18.80,0.00,18.57
29,7,1982,27.51,18.30,0.20,17.36
30,7,1982,31.00,19.00,0.00,22.46
31,7,1982,31.40,17.20,0.00,22.18
1,8,1982,31.60,18.90,1.20,22.98
2,8,1982,30.00,19.30,0.60,17.76
3,8,1982,31.20,18.00,0.00,17.93
4,8,1982,32.80,19.30,0.00,25.24
5,8,1982,31.60,18.40,0.00,18.13
6,8,1982,31.20,19.60,0.00,19.40
7,8,1982,30.40,20.40,1.80,16.31
8,8,1982,30.40,19.00,0.00,12.91
9,8,1982,31.30,16.90,0.00,24.94
10,8,1982,33.20,16.40,0.00,23.87
11,8,1982,32.00,20.00,0.00,24.69
12,8,1982,32.20,19.80,0.00,21.27
13,8,1982,32.00,17.60,0.00,23.97
14,8,1982,32.20,20.10,0.00,21.80
15,8,1982,32.60,20.00,0.20,24.18
16,8,1982,32.60,18.90,0.00,25.63
17,8,1982,32.40,19.20,0.00,22.35
18,8,1982,31.80,18.60,0.00,14.79
19,8,1982,32.20,20.80,0.00,19.24
20,8,1982,31.00,20.20,0.00,12.14
21,8,1982,32.50,20.00,0.00,18.49
22,8,1982,33.60,20.00,0.00,26.29
23,8,1982,32.00,20.60,0.00,22.66
24,8,1982,32.00,20.40,0.00,15.21
25,8,1982,32.20,21.40,0.00,18.88
26,8,1982,31.20,19.20,0.00,19.22
27,8,1982,32.60,20.90,0.00,16.21
28,8,1982,32.20,20.20,0.00,23.89
29,8,1982,33.60,20.00,0.00,25.83
30,8,1982,31.60,20.40,1.20,16.73
31,8,1982,30.80,20.80,0.00,15.46
1,9,1982,32.60,20.80,0.00,21.57
2,9,1982,33.20,21.40,0.00,19.48
3,9,1982,33.00,21.20,0.00,18.54
4,9,1982,32.20,21.40,0.00,15.50
5,9,1982,32.40,20.20,0.00,16.63
6,9,1982,32.80,20.80,0.00,17.77
7,9,1982,34.00,21.40,0.00,20.36
8,9,1982,34.00,22.00,0.00,23.27
9,9,1982,33.80,21.70,0.00,15.21
10,9,1982,30.20,19.40,5.00,20.23
11,9,1982,28.00,18.30,27.10,19.10
12,9,1982,30.40,19.40,0.00,21.21
13,9,1982,32.00,19.70,1.00,22.99
14,9,1982,27.80,19.40,5.50,16.69
15,9,1982,29.80,20.00,15.40,22.36
16,9,1982,26.00,18.40,36.10,12.64
17,9,1982,24.80,17.40,1.50,14.75
18,9,1982,28.00,17.40,20.40,18.15
19,9,1982,31.13,19.20,0.10,12.97
20,9,1982,29.60,20.20,0.00,17.66
21,9,1982,30.60,20.40,0.00,24.30
22,9,1982,28.00,19.00,0.00,12.80
23,9,1982,29.80,18.80,0.00,23.65
24,9,1982,30.20,20.40,12.40,24.13
25,9,1982,25.80,18.60,0.40,16.99
26,9,1982,27.20,19.20,0.00,15.04
27,9,1982,30.20,19.20,57.80,22.97
28,9,1982,26.20,17.80,14.10,14.22
29,9,1982,26.90,18.00,4.50,19.39
30,9,1982,28.20,17.70,0.00,15.17
1,10,1982,25.40,19.40,0.80,11.61
2,10,1982,26.80,18.20,4.90,24.04
3,10,1982,25.60,18.00,0.80,13.85
4,10,1982,26.00,18.00,44.90,17.07
5,10,1982,25.80,19.40,0.20,16.73
6,10,1982,28.00,19.60,0.00,25.27
7,10,1982,27.20,20.40,6.00,13.80
8,10,1982,25.40,18.00,22.60,16.21
9,10,1982,26.02,19.20,1.40,13.78
10,10,1982,23.80,18.90,22.60,11.19
11,10,1982,28.20,19.00,0.00,23.87
12,10,1982,28.00,19.00,1.30,23.20
13,10,1982,28.00,18.00,0.00,19.91
14,10,1982,27.11,18.00,0.00,22.21
15,10,1982,26.67,19.47,0.00,16.13
16,10,1982,26.78,19.18,0.00,12.92
17,10,1982,27.96,19.16,0.10,20.90
18,10,1982,27.84,18.04,0.00,22.07
19,10,1982,28.50,19.10,0.00,19.22
20,10,1982,26.30,19.50,0.00,12.00
21,10,1982,26.88,19.48,25.20,10.40
22,10,1982,27.43,19.23,26.00,11.78
23,10,1982,27.85,18.80,31.80,12.62
24,10,1982,26.90,19.10,4.90,15.90
25,10,1982,29.91,20.31,0.00,13.97
26,10,1982,26.60,19.00,0.00,13.47
27,10,1982,27.00,18.27,0.00,15.82
28,10,1982,29.24,18.84,0.00,14.85
29,10,1982,28.26,18.20,0.00,24.90
30,10,1982,27.48,19.08,8.10,18.91
31,10,1982,28.80,20.21,1.30,11.96
1,11,1982,26.47,18.60,5.40,18.05
2,11,1982,27.20,18.80,0.10,17.08
3,11,1982,26.93,19.33,2.70,16.28
4,11,1982,26.20,18.80,0.90,14.69
5,11,1982,26.00,17.00,15.50,12.80
6,11,1982,25.00,19.80,4.30,10.29
7,11,1982,28.20,19.30,0.00,18.04
8,11,1982,26.40,20.00,0.00,13.98
9,11,1982,28.80,19.20,0.00,21.24
10,11,1982,29.00,19.30,5.80,19.50
11,11,1982,26.60,19.60,9.60,15.15
12,11,1982,26.00,19.60,9.20,17.13
13,11,1982,27.20,19.20,0.00,20.50
14,11,1982,29.00,19.80,0.30,19.24
15,11,1982,28.00,18.40,0.00,18.29
16,11,1982,27.80,21.60,0.60,15.34
17,11,1982,25.20,20.50,0.70,9.65
18,11,1982,26.00,17.30,0.10,10.55
19,11,1982,28.20,18.60,0.00,19.71
20,11,1982,27.00,19.30,7.50,11.13
21,11,1982,26.00,19.00,0.30,14.47
22,11,1982,25.80,18.70,12.60,14.91
23,11,1982,26.20,18.50,0.20,15.81
24,11,1982,25.40,19.20,1.20,12.14
25,11,1982,27.80,17.40,0.00,18.05
26,11,1982,27.20,18.00,1.60,17.87
27,11,1982,27.40,17.80,0.70,18.76
28,11,1982,26.40,18.80,1.20,14.35
29,11,1982,27.80,17.00,0.00,18.57
30,11,1982,27.80,19.80,0.00,19.76
1,12,1982,27.00,19.20,0.00,15.06
2,12,1982,28.60,18.40,0.00,18.82
3,12,1982,29.20,18.60,0.60,22.27
4,12,1982,26.00,19.60,0.20,8.85
5,12,1982,24.40,20.40,37.80,10.95
6,12,1982,28.00,18.30,0.00,15.90
7,12,1982,27.40,20.40,1.50,13.34
8,12,1982,26.40,18.90,2.20,12.28
9,12,1982,27.40,19.70,22.30,13.77
10,12,1982,26.40,19.00,0.90,13.47
11,12,1982,26.00,18.90,0.00,10.46
12,12,1982,26.95,17.90,0.60,12.26
13,12,1982,25.40,20.40,21.10,10.30
14,12,1982,28.20,18.20,0.00,22.29
15,12,1982,29.20,19.60,17.40,21.53
16,12,1982,28.60,20.00,1.20,20.03
17,12,1982,29.40,20.00,13.40,10.29
18,12,1982,25.60,19.40,2.60,11.64
19,12,1982,26.00,19.70,10.20,11.63
20,12,1982,26.20,20.40,4.40,12.54
21,12,1982,28.00,20.00,5.80,18.53
22,12,1982,26.40,17.80,0.00,17.79
23,12,1982,28.20,18.70,0.30,20.34
24,12,1982,27.80,19.40,15.70,19.90
25,12,1982,26.59,19.09,0.00,20.57
26,12,1982,28.00,17.53,0.00,22.01
27,12,1982,22.80,19.20,8.50,8.81
28,12,1982,26.40,18.20,0.00,17.98
29,12,1982,26.20,16.80,0.10,13.18
30,12,1982,28.43,19.40,0.30,12.14
31,12,1982,28.60,17.80,0.00,24.33
1,1,1983,29.62,20.02,0.00,21.87
2,1,1983,24.60,20.32,0.00,11.41
3,1,1983,25.20,19.20,11.30,10.52
4,1,1983,25.40,18.80,6.20,10.53
5,1,1983,28.00,19.00,2.00,15.07
6,1,1983,27.00,19.40,2.50,12.81
7,1,1983,28.00,19.90,0.00,12.68
8,1,1983,30.00,19.40,0.00,24.81
9,1,1983,29.60,19.50,0.00,22.56
10,1,1983,29.00,19.60,0.50,12.26
11,1,1983,29.40,20.80,0.30,17.60
12,1,1983,28.80,19.00,0.00,19.45
13,1,1983,29.00,19.40,0.00,21.30
14,1,1983,28.40,18.80,0.00,15.68
15,1,1983,29.00,19.80,0.30,18.61
16,1,1983,29.00,21.60,8.10,17.10
17,1,1983,30.00,19.30,0.00,18.51
18,1,1983,30.00,19.80,0.00,21.91
19,1,1983,30.00,19.00,0.00,18.72
20,1,1983,31.20,20.30,0.00,21.67
21,1,1983,31.20,20.30,0.00,24.93
22,1,1983,31.40,20.00,0.00,23.43
23,1,1983,32.00,20.60,0.00,25.01
24,1,1983,32.20,19.40,0.00,25.36
25,1,1983,31.00,20.00,0.00,21.99
26,1,1983,30.00,21.20,15.80,16.13
27,1,1983,29.80,20.40,30.10,15.54
28,1,1983,26.60,21.00,7.40,10.90
29,1,1983,28.40,20.00,0.80,15.12
30,1,1983,29.40,19.00,1.00,17.65
31,1,1983,29.40,20.00,0.70,15.02
1,2,1983,29.80,19.50,0.00,21.00
2,2,1983,29.00,20.00,0.00,12.41
3,2,1983,30.80,19.40,0.00,23.90
4,2,1983,30.00,19.70,0.00,20.48
5,2,1983,29.40,19.80,2.20,19.25
6,2,1983,28.60,20.00,2.00,17.86
7,2,1983,27.40,20.40,10.40,11.89
8,2,1983,28.20,19.30,0.00,18.72
9,2,1983,29.80,19.60,0.00,19.38
10,2,1983,29.34,19.30,0.00,18.94
11,2,1983,30.20,18.70,0.00,20.56
12,2,1983,30.20,20.40,0.00,23.62
13,2,1983,30.00,18.90,0.00,23.34
14,2,1983,29.80,20.10,0.00,17.95
15,2,1983,30.60,18.90,0.00,21.66
16,2,1983,31.00,20.90,0.00,16.88
17,2,1983,31.80,20.30,0.00,25.74
18,2,1983,27.60,19.90,2.40,11.63
19,2,1983,31.00,19.00,0.00,25.49
20,2,1983,31.60,18.80,0.00,24.08
21,2,1983,28.00,20.70,0.50,13.78
22,2,1983,32.20,20.80,0.00,22.69
23,2,1983,31.80,21.20,0.00,14.47
24,2,1983,33.00,20.90,18.30,22.11
25,2,1983,31.80,20.30,0.00,21.32
26,2,1983,31.60,20.90,0.00,21.51
27,2,1983,33.00,19.00,16.80,26.74
28,2,1983,28.80,19.60,2.80,16.20
1,3,1983,30.60,21.30,0.00,21.27
2,3,1983,29.40,20.00,6.00,18.84
3,3,1983,29.80,19.60,26.60,13.81
4,3,1983,30.80,21.80,15.40,17.25
5,3,1983,30.20,19.40,0.00,17.11
6,3,1983,29.92,20.00,3.20,16.30
7,3,1983,25.20,21.00,4.20,12.55
8,3,1983,28.40,20.80,29.00,16.50
9,3,1983,28.60,19.40,17.50,12.58
10,3,1983,27.00,20.20,17.00,10.29
11,3,1983,29.60,20.20,26.10,19.00
12,3,1983,29.40,19.60,9.00,23.61
13,3,1983,28.20,20.80,15.60,21.00
14,3,1983,26.40,19.40,2.00,12.46
15,3,1983,30.00,19.60,0.00,26.61
16,3,1983,25.46,20.80,0.20,24.97
17,3,1983,31.00,21.70,0.00,22.52
18,3,1983,29.41,20.70,0.00,15.78
19,3,1983,31.20,20.50,0.00,22.20
20,3,1983,27.70,21.40,0.00,20.40
21,3,1983,29.20,21.40,0.00,12.67
22,3,1983,31.03,20.00,4.00,22.87
23,3,1983,30.00,21.70,1.60,17.61
24,3,1983,30.00,20.80,4.00,11.19
25,3,1983,26.40,20.50,74.10,10.37
26,3,1983,28.00,18.90,10.30,17.61
27,3,1983,24.50,19.80,2.40,9.88
28,3,1983,29.29,20.00,0.00,24.84
29,3,1983,31.00,20.00,27.40,24.34
30,3,1983,31.40,19.40,0.00,24.33
31,3,1983,29.80,18.70,0.00,25.64
1,4,1983,29.54,20.34,9.80,17.28
2,4,1983,28.40,20.49,0.00,25.12
3,4,1983,30.80,17.80,7.10,25.11
4,4,1983,29.40,20.60,0.00,17.40
5,4,1983,30.40,20.00,0.60,18.86
6,4,1983,29.29,19.20,2.50,20.00
7,4,1983,25.00,20.20,5.20,10.43
8,4,1983,26.80,20.00,0.20,14.45
9,4,1983,24.80,20.80,53.10,11.15
10,4,1983,26.80,19.00,4.80,14.30
11,4,1983,24.80,20.80,10.50,11.03
12,4,1983,27.20,19.80,1.80,14.83
13,4,1983,27.04,20.40,39.10,16.94
14,4,1983,25.60,19.40,1.50,11.60
15,4,1983,29.00,20.20,7.30,15.74
16,4,1983,29.44,19.60,18.10,16.40
17,4,1983,29.01,18.60,18.40,17.93
18,4,1983,28.99,18.00,36.70,26.24
19,4,1983,28.50,19.60,0.00,19.88
20,4,1983,28.98,21.28,12.20,17.02
21,4,1983,25.60,19.80,4.70,10.71
22,4,1983,27.60,20.00,0.00,20.98
23,4,1983,29.00,19.70,52.40,19.83
24,4,1983,27.00,18.80,3.20,19.96
25,4,1983,29.00,19.60,0.50,23.94
26,4,1983,26.00,20.40,1.80,13.36
27,4,1983,28.40,20.50,15.00,13.35
28,4,1983,26.80,18.80,2.90,14.76
