day,month,year,precip,tmax,tmin,srad
18,4,1986,0,33.6,21.8,21.73775444
19,4,1986,0,31.4,24.5,11.84613677
20,4,1986,0,32.5,22.5,16.04944797
21,4,1986,0,32,22.5,17.81958823
22,4,1986,14.2,33,24,16.51686415
23,4,1986,22.2,33.2,25,14.89330459
24,4,1986,0,33.6,23,23.10624944
25,4,1986,0,32.2,25,14.39215314
26,4,1986,16.3,31.6,24.8,17.76141039
27,4,1986,0,31.8,24,14.05200328
28,4,1986,0,33.4,24.5,17.73457339
29,4,1986,0,32.4,25,14.51348897
30,4,1986,0,31.8,23.35,10.81877864
1,5,1986,0,33.4,24.2,17.85113012
2,5,1986,0.5,34,24,15.43878955
3,5,1986,17.6,33.8,24.2,16.3835444
4,5,1986,8.1,27,23.5,9.833234365
5,5,1986,0,32.6,22.5,22.08666409
6,5,1986,0,33.8,24.8,22.22389676
7,5,1986,0,32.7,24.5,15.37192366
8,5,1986,0,32.4,24.3,20.27560091
9,5,1986,0,33.2,24.8,15.02692462
10,5,1986,0,32.2,24.4,15.48777579
11,5,1986,0,32.6,24.2,18.00187761
12,5,1986,8.4,31.6,24.5,12.93307587
13,5,1986,0,33.2,24.4,22.69562378
14,5,1986,0.4,32.2,23,19.20796098
15,5,1986,0,33,24.2,18.71677471
16,5,1986,0,33.6,24.2,23.40977599
17,5,1986,0,33.8,24.6,18.67925585
18,5,1986,0,33.7,24.8,21.79414018
19,5,1986,2.6,33.2,24.4,18.64212893
20,5,1986,0,34.2,24.6,11.74662884
21,5,1986,20.4,30.6,25.2,12.36104872
22,5,1986,0,30.2,22.8,19.3673089
23,5,1986,13.8,27.6,22.6,9.692020344
24,5,1986,2.7,33.2,22.2,21.19723989
25,5,1986,10.6,32,22.5,16.51500337
26,5,1986,0,31,22.5,10.75665956
27,5,1986,0,30.6,22.6,12.29906653
28,5,1986,0.9,28,23.5,9.655918531
29,5,1986,0,32.8,22.8,9.649069632
30,5,1986,0,33.4,22.6,18.91809214
31,5,1986,13.8,32.2,22.2,16.58592085
1,6,1986,0,28,21.5,9.629460836
2,6,1986,38.1,33.4,22.6,22.57294086
3,6,1986,0,33.22,22.8,21.63147464
4,6,1986,0,32.4,23.45,23.9240673
5,6,1986,0,33.2,22,22.36918367
6,6,1986,8.3,32.2,23.5,19.1271712
7,6,1986,0.4,30,20.6,12.35909529
8,6,1986,0,33,23.6,22.32555821
9,6,1986,0.1,32.2,24,15.56571895
10,6,1986,22.4,33.4,23.5,19.54173276
11,6,1986,3.1,32.4,23.8,20.75688474
12,6,1986,0,32.6,22.5,20.59376076
13,6,1986,0,32.8,22.8,18.90162119
14,6,1986,0,31,23,10.9421688
15,6,1986,0,33.4,23.8,21.02664948
16,6,1986,0,34,25.3,17.65790711
17,6,1986,0.7,34.4,24.4,18.874458
18,6,1986,0.5,33,23.2,19.63281208
19,6,1986,0,33.4,21.6,22.83396925
20,6,1986,0,33.8,24.8,20.23473068
21,6,1986,8.9,34.2,25,13.21184745
22,6,1986,4.2,32,22.8,15.95658755
23,6,1986,0.8,29.6,23.4,9.547277452
24,6,1986,6.1,31.5,24.2,17.47978367
25,6,1986,0,33.2,23,24.95493613
26,6,1986,0,33.2,22.8,22.05672587
27,6,1986,14.6,33.8,24,21.90541554
28,6,1986,8.1,32,21.5,16.10858794
29,6,1986,1.6,32.2,21.4,19.92614952
30,6,1986,0,29.2,23.2,10.92233189
1,7,1986,0,32.8,23,23.59807141
2,7,1986,13.2,33.5,22.5,22.53452432
3,7,1986,8.2,32,21.8,17.95674106
4,7,1986,1.3,32.4,21.5,19.33761178
5,7,1986,0,33.2,22.2,21.17895446
6,7,1986,1.8,28.2,23.65,9.559664516
7,7,1986,0,32.4,22.62,18.44003794
8,7,1986,0,33.4,23.6,23.1951287
9,7,1986,3.3,33.8,24.5,19.98816291
10,7,1986,0,30.2,22.3,9.725265949
11,7,1986,40.7,33.6,23,21.84898836
12,7,1986,0,31.8,21.2,17.2553413
13,7,1986,0,33.6,23,26.48227115
14,7,1986,0,34,22.8,26.03749568
15,7,1986,0,33.4,22.4,20.20779349
16,7,1986,30,31.8,24,14.06160993
17,7,1986,3.6,30.2,21,17.92237285
18,7,1986,0,31.8,20,13.76994311
19,7,1986,0,33.4,24.4,25.20119256
20,7,1986,0,32.4,24.5,15.17763986
21,7,1986,9.2,33.2,24,24.46608322
22,7,1986,0,31,22,13.65039325
23,7,1986,0,34,24.2,25.74382942
24,7,1986,0,33.8,22.5,25.14441219
25,7,1986,11.2,34.2,23.5,24.54411208
26,7,1986,0,33.6,22.5,24.25362824
27,7,1986,0,34,24.4,21.78522755
28,7,1986,0,34.6,24.5,24.91703062
29,7,1986,0,34,23.5,25.56166968
30,7,1986,0,33.4,24.5,21.99526998
31,7,1986,0,34.2,23.6,23.73161086
1,8,1986,0,34.6,24.8,25.47159111
2,8,1986,2.6,30.4,25,13.44255857
3,8,1986,0,34,23.5,23.16555989
4,8,1986,0,32.6,23.2,19.26413377
5,8,1986,0,34.2,23.8,22.57645129
6,8,1986,10.2,35.2,25,23.53806896
7,8,1986,7.2,34.4,23,23.71484513
8,8,1986,0,31.8,23,14.44214279
9,8,1986,0,35.2,23.5,26.11826724
10,8,1986,0,35,23.2,25.19268631
11,8,1986,0,31,23,10.20500406
12,8,1986,0,30.2,23.2,10.84224031
13,8,1986,21.8,31,23,15.59603248
14,8,1986,0,30,22.2,10.21848615
15,8,1986,0,33.8,23.2,21.95841623
16,8,1986,1.8,33.4,25.4,18.48086628
17,8,1986,2.9,33.5,24.5,21.98743247
18,8,1986,0,29.8,22.5,12.61856855
19,8,1986,0,34.4,22.8,26.15269494
20,8,1986,0,30.8,24.5,10.07953312
21,8,1986,0,30.6,22.5,13.11095499
22,8,1986,20.3,33.2,23.75,24.12467751
23,8,1986,0.5,32.6,23.81,16.47243341
24,8,1986,0,31.2,22.4,16.63816767
25,8,1986,2.2,31.8,24.31,20.64136438
26,8,1986,0,32.2,22,17.92872132
27,8,1986,0,34.8,24,21.29633408
28,8,1986,7.6,32.8,24.6,13.77282639
29,8,1986,0,30.8,23.6,12.97277055
30,8,1986,47.4,32.8,23.5,22.59664737
31,8,1986,0,31.2,22.2,14.89887694
1,9,1986,0,30.6,23.2,12.97269962
2,9,1986,1.2,31,24.02,15.5413327
3,9,1986,2.4,28,22.6,9.756583924
4,9,1986,0,32.6,22.4,19.87876686
5,9,1986,0,33,23.6,21.48566769
6,9,1986,0.2,34.8,23.9,22.44925203
7,9,1986,0.2,34.2,22.3,20.677971
8,9,1986,0,35.6,23.5,25.98323436
9,9,1986,0,35.4,25,25.81867157
10,9,1986,0,33,25.5,12.62032329
11,9,1986,0.7,34,23.4,20.33709826
12,9,1986,3.3,27.6,21.8,9.710821641
13,9,1986,0.9,33,22.8,19.83910222
14,9,1986,0.5,29.8,23.8,9.695567326
15,9,1986,0,32.6,23.2,15.15570576
16,9,1986,0,33.6,23.7,20.29140428
17,9,1986,6,32.8,24.2,16.09955511
18,9,1986,0,32,23.6,12.23075715
19,9,1986,8.8,32.8,22.8,21.0554474
20,9,1986,4.8,27,21.5,9.638496928
21,9,1986,3.5,30.8,22.5,14.6032116
22,9,1986,0,33.51,23.2,17.79767097
23,9,1986,0,32.2,23.8,11.84843563
24,9,1986,103.2,32.4,24.5,16.48161317
25,9,1986,0.5,31.4,23.4,18.22565598
26,9,1986,0,31.2,22.6,14.84561846
27,9,1986,37.9,30,24,9.870721979
28,9,1986,0,29.2,22.3,10.01596521
29,9,1986,0,32.1,21.8,19.41980237
30,9,1986,2.6,33.4,24.3,21.46936469
1,10,1986,0,33,24.5,15.70597949
2,10,1986,49.2,26.2,22.4,9.475367496
3,10,1986,2,28.8,21.6,10.57227261
4,10,1986,0,29.6,21.5,12.14299065
5,10,1986,0,31.6,22,19.73968352
6,10,1986,0,33,23,20.02731485
7,10,1986,0,31.4,23,15.56417507
8,10,1986,0,32.2,23.4,19.64932245
9,10,1986,18.4,28.8,24.6,10.77483742
10,10,1986,0,31,23.5,15.32755572
11,10,1986,0,30.4,23,9.788389014
12,10,1986,0,32,22.5,24.5514738
13,10,1986,5.2,32.6,23.2,21.05517639
14,10,1986,7.5,26.2,23,9.257275485
15,10,1986,4.5,30.2,22.9,12.21217497
16,10,1986,0,28.8,23.4,9.373301002
17,10,1986,8.4,31.6,23,18.874211
18,10,1986,0,30.6,23.2,14.78621418
19,10,1986,0.4,31.6,23.4,18.17931923
20,10,1986,1.2,31.4,23,14.10475438
21,10,1986,0,31,23.6,13.76517275
22,10,1986,0,31.8,23.2,16.98714208
23,10,1986,0,31.5,23.4,15.09766474
24,10,1986,10.4,32.8,23,17.84282097
25,10,1986,19.2,30.8,22.6,12.72355011
26,10,1986,0,29.5,22,10.23563487
27,10,1986,0,30.8,21.2,17.42463824
28,10,1986,0,30.4,22,20.75799281
29,10,1986,9.1,30.4,22.4,13.03686821
30,10,1986,0.5,30.6,23,16.85622755
31,10,1986,0,32.7,23.8,17.47757994
1,11,1986,0,32.8,23.5,18.76117208
2,11,1986,0,32.6,23,19.63239855
3,11,1986,0,32.4,23.8,18.07610202
4,11,1986,0.7,31.8,23.2,16.82800076
5,11,1986,0,32.8,22,20.41531416
6,11,1986,0,32.2,21.6,20.37311021
7,11,1986,0.8,33,23.2,13.11145431
8,11,1986,47.3,27.5,23.4,10.98708477
9,11,1986,0,31.6,22.5,16.50166295
10,11,1986,0,32,22.5,22.75063429
11,11,1986,0,32.6,22.6,21.21238381
12,11,1986,23.1,28.8,24.8,9.09613842
13,11,1986,0,32,22.3,16.21873985
14,11,1986,0,32.2,23,19.90032037
15,11,1986,0,31.8,23.2,13.33726252
16,11,1986,2.9,27.8,23.5,8.869443739
17,11,1986,0,32.7,21.5,19.34483356
18,11,1986,0,33.4,24,16.65344894
19,11,1986,0,31.2,23.8,14.70791108
20,11,1986,0,31.4,23.4,17.32898397
21,11,1986,3.9,32.6,23.6,18.47387581
22,11,1986,0,32.2,23.29,17.2696181
23,11,1986,0,33.4,22.8,21.04840369
24,11,1986,0.1,32.6,23.8,14.58132052
25,11,1986,0,32.2,22,17.91665795
26,11,1986,0,32.2,22,20.6604352
27,11,1986,0,32.2,21.5,19.90260725
28,11,1986,0,31.8,21.2,20.89317939
29,11,1986,0,32.6,21,22.31823088
30,11,1986,0,32.8,20.8,21.12901838
1,12,1986,0,32.6,20.5,19.21885848
2,12,1986,0,32.2,21.5,20.35474043
3,12,1986,0,33.2,24.31,19.89822888
4,12,1986,0,33.2,21,19.87734008
5,12,1986,7.1,33.4,24,19.13572997
6,12,1986,0,30.4,23.8,10.17309781
7,12,1986,0,31.8,22.8,17.94811117
8,12,1986,0,32.4,23,17.50147191
9,12,1986,0,32.4,23.1,17.48848851
10,12,1986,0,33,23.4,20.64197008
11,12,1986,0,32.8,22.6,15.88431596
12,12,1986,0,33.8,22.5,21.9124077
13,12,1986,0,32.8,22.8,16.87389933
14,12,1986,0,33,22.6,18.15979668
15,12,1986,0,33.4,23.8,20.88200416
16,12,1986,0,33.6,22.4,19.15422906
17,12,1986,0,32.6,21.7,22.88260047
18,12,1986,0,33.4,21.4,20.44044488
19,12,1986,0,33.4,22,22.16194696
20,12,1986,0,33.8,22,20.58407922
21,12,1986,0,34.6,22.8,20.58635683
22,12,1986,0,33.4,22.4,19.0109184
23,12,1986,0.2,30.6,21.6,9.681879552
24,12,1986,0,33.2,21.5,13.85085532
25,12,1986,0,33.6,21.6,16.58674593
26,12,1986,0,33.6,21.8,20.61990428
27,12,1986,0,33.6,22.3,17.17903963
28,12,1986,0,33.2,22,19.3483538
29,12,1986,0,33.2,21.6,17.05745764
30,12,1986,0,32.8,22.4,15.19702201
31,12,1986,0,32.4,21.8,16.36344519
1,1,1987,0,33.41,23.31,17.53285631
2,1,1987,0,32.91,23.11,18.99429437
3,1,1987,0,33.12,22.92,18.57988533
4,1,1987,0,33.08,22.98,13.67894179
5,1,1987,0,32.88,23.18,16.30321239
6,1,1987,1.4,33.12,23.32,10.52111458
7,1,1987,0,32.94,23.14,11.98762772
8,1,1987,0,32.8,23,14.03997944
9,1,1987,0,33.37,22.77,19.44670883
10,1,1987,0,33.24,21.44,18.162824
11,1,1987,0,32.92,22.32,18.04426857
12,1,1987,0,33.39,22.59,18.07250785
13,1,1987,0,32.27,23.47,18.10173994
14,1,1987,0,33.92,23.02,18.71841898
15,1,1987,0,32.88,24.08,19.63155833
16,1,1987,0,33.22,23.02,13.92972863
17,1,1987,0,33.16,23.16,20.43790961
18,1,1987,0,33.54,22.74,21.50838634
19,1,1987,0,33.71,22.91,18.44427175
20,1,1987,0,33.16,23.06,19.36841041
21,1,1987,0,33.12,23.22,18.07131317
22,1,1987,0,33.72,23.62,15.43263906
23,1,1987,0,33.26,23.06,12.04039559
24,1,1987,0,32.7,23.5,20.12146871
25,1,1987,0,33.02,23.22,19.86452904
26,1,1987,0,32.65,23.85,21.10437206
27,1,1987,0,33.28,23.18,17.5488278
28,1,1987,0,33.65,23.25,13.82950618
29,1,1987,0,33.61,23.21,22.14438765
30,1,1987,0,33.85,21.45,23.2489966
31,1,1987,0,33.28,23.08,20.4269318
1,2,1987,0,33.42,23.02,19.26037732
2,2,1987,0,32.84,23.64,20.82192381
3,2,1987,0,33.46,21.66,22.54200271
4,2,1987,0,33.46,22.06,19.95735802
5,2,1987,0,33.04,23.04,15.31178274
6,2,1987,0,33.32,22.92,19.17386998
7,2,1987,0,33.3,23.3,11.85676038
8,2,1987,0,33.17,22.97,11.88584269
9,2,1987,0,34.33,22.63,12.83881532
10,2,1987,0,34.39,22.59,15.18404413
11,2,1987,0,33.46,22.76,16.14721632
12,2,1987,0,32.58,22.78,19.28253554
13,2,1987,0,34.38,22.38,17.61881209
14,2,1987,0,32.95,23.75,16.25927642
15,2,1987,0,32.73,23.53,18.63341312
16,2,1987,0,33.78,23.38,15.55280082
17,2,1987,0,33.4,23.4,13.24208981
18,2,1987,0,33.45,23.45,20.79377469
19,2,1987,0,34.43,22.03,20.8380695
20,2,1987,0,33.52,23.52,22.61186335
21,2,1987,0,33.24,23.44,21.39803729
22,2,1987,0,33.41,23.81,21.91530066
23,2,1987,0,33.35,23.75,21.6431826
24,2,1987,0,33.49,23.69,19.78573938
25,2,1987,0,33.66,23.66,19.66628127
26,2,1987,0,33.58,23.58,21.29349719
27,2,1987,0,34.76,22.76,22.44773802
28,2,1987,0,34.42,22.72,22.32962254
1,3,1987,0,32.73,23.33,22.36987835
2,3,1987,0,33.51,23.31,21.13038654
3,3,1987,0,33.03,23.63,19.56619121
4,3,1987,0,33.12,24.32,19.27928331
5,3,1987,0,32.94,24.14,15.13785256
6,3,1987,0,33.71,23.41,14.36041203
7,3,1987,0,34.34,24.14,21.30584237
8,3,1987,0,34.49,22.69,16.8262511
9,3,1987,0,33.2,23.8,17.98179325
10,3,1987,0,34.44,23.74,23.4999009
11,3,1987,0,34.21,22.61,16.90263262
12,3,1987,0,33.36,24.36,18.54501223
13,3,1987,0,32.59,23.19,17.59764114
14,3,1987,0,33.32,24.32,9.675004057
15,3,1987,0,33.18,24.18,14.3966325
16,3,1987,0,32.73,23.33,16.5266351
17,3,1987,0,32.8,23.4,22.8853941
18,3,1987,0,33.2,23.8,12.66056737
19,3,1987,0,32.56,23.56,18.53540461
20,3,1987,0,32.4,21.2,14.31879567
21,3,1987,0,34.34,24.14,12.37797741
22,3,1987,0,33.46,24.46,12.06485458
23,3,1987,0,32.57,24.97,15.66544462
24,3,1987,0,33.09,24.29,9.804093318
25,3,1987,0,33.58,23.78,22.0563463
26,3,1987,0,34.34,24.54,16.5180461
27,3,1987,0,33.39,23.99,15.54876727
28,3,1987,0,32.69,24.89,18.82511655
29,3,1987,0,34.58,23.88,19.32431343
30,3,1987,0,33.7,24.3,20.14932801
31,3,1987,0,34.07,23.37,19.82973235
1,4,1987,0,33.8,24.3,18.94170375
2,4,1987,11.8,32.87,25.07,16.08375157
3,4,1987,12.6,32.96,24.46,16.08832359
4,4,1987,0,33.3,24.8,20.17465287
5,4,1987,35.1,33.15,24.45,15.93174237
6,4,1987,11.4,33.8,24.3,19.19829035
7,4,1987,12.6,34.06,24.06,21.80922949
8,4,1987,2.5,32.8,24.8,14.46798959
9,4,1987,5.4,33.41,24.61,18.2182292
10,4,1987,0,35.32,23.52,16.26076495
11,4,1987,0,34.18,24.18,19.19066205
12,4,1987,0,32.98,24.18,20.3259425
13,4,1987,0,34.13,23.93,22.43510912
14,4,1987,0,32.87,24.87,12.50979083
15,4,1987,0,34.41,24.01,27.29229901
16,4,1987,0,33.49,24.79,20.9472648
17,4,1987,0,33.4,25.1,23.53331121
18,4,1987,0,33.08,24.58,19.14418249
19,4,1987,8.3,32.64,23.44,23.1835576
20,4,1987,0,33.2,23.2,14.59304463
21,4,1987,0,32.88,24.08,9.897425556
22,4,1987,0,33.12,24.42,21.84722127
23,4,1987,1.2,33.17,24.67,20.21852716
24,4,1987,65,33.46,24.76,14.40089577
25,4,1987,0,33.5,24.8,9.882869789
26,4,1987,13.6,33.13,24.63,18.88755199
27,4,1987,0,32.93,24.13,20.80161818
28,4,1987,16.6,32.99,23.49,9.868636472
29,4,1987,2.6,32.75,24.25,19.80504731
30,4,1987,0,33.42,24.62,13.22130104
1,5,1987,0,32.51,25.21,10.81186453
2,5,1987,53.5,32.3,25,18.6347088
3,5,1987,1,32.26,24.76,18.29882102
4,5,1987,0,33.19,24.79,17.96339137
5,5,1987,0,32.16,24.46,10.46348707
6,5,1987,0,33.26,24.76,26.35859699
7,5,1987,0,32.36,25.16,19.02503887
8,5,1987,0,32.36,25.16,17.57881673
9,5,1987,0,31.71,25.01,13.44255463
10,5,1987,9.8,32.18,23.78,18.17784336
11,5,1987,0,33.5,24.4,18.00187761
12,5,1987,0,31.86,25.26,19.08898271
13,5,1987,4.5,31.83,24.03,9.768609618
14,5,1987,36.6,32.55,24.15,11.49291378
15,5,1987,0,32.1,24.4,16.82972303
16,5,1987,23.8,31.99,24.49,14.14324425
17,5,1987,0.6,31.18,23.88,18.36552214
18,5,1987,1.5,31.13,25.63,26.02437948
19,5,1987,0,32.69,23.89,25.05806053
20,5,1987,0,30.88,25.38,14.56000926
21,5,1987,18.5,32.13,24.93,12.51716281
22,5,1987,0,33.63,24.33,10.79105404
23,5,1987,2.9,32.61,23.41,10.00352551
24,5,1987,0,33.09,24.39,19.3303238
25,5,1987,0,32.47,24.67,21.95412234
26,5,1987,0,31.56,24.96,13.39563701
27,5,1987,0,33.04,23.84,21.13795686
28,5,1987,0,31.88,24.98,21.4288088
29,5,1987,0,31.5,24.6,17.54125637
30,5,1987,0,32.04,24.54,20.4640458
31,5,1987,0,34.69,24.39,17.20370665
1,6,1987,24.7,31.94,24.74,17.19026794
2,6,1987,18,31.12,24.82,15.48145465
3,6,1987,0,31.96,24.26,11.61963621
4,6,1987,1.8,31.95,24.65,11.15045364
5,6,1987,3.8,31.9,24.7,16.67951165
6,6,1987,0.4,31.46,24.66,10.21510568
7,6,1987,4.5,31.53,24.73,16.96539249
8,6,1987,0,32.22,24.02,21.40494306
9,6,1987,0,33.56,23.36,23.53910112
10,6,1987,1.8,31.89,24.69,23.06622041
11,6,1987,0,32.05,24.45,17.54075739
12,6,1987,2.2,33.62,23.82,11.86903577
13,6,1987,0,32.47,24.37,9.875331193
14,6,1987,0.9,32.93,23.53,9.87175089
15,6,1987,0,31.67,24.47,23.77798648
16,6,1987,0,31.22,25.42,23.46406615
17,6,1987,0,33.05,23.45,13.98672334
18,6,1987,0,33.01,23.61,23.90830698
19,6,1987,1.5,30.7,26.1,21.00208153
20,6,1987,0,31.4,24.6,16.26648261
21,6,1987,0,32.69,24.09,24.96197912
22,6,1987,1.1,32.71,22.41,13.66788933
23,6,1987,0,32.65,23.45,15.49739956
24,6,1987,0,33.35,24.35,11.98758181
25,6,1987,12.2,31.84,24.94,20.07296319
26,6,1987,0,33.19,23.59,10.30893709
27,6,1987,0,32.62,23.32,23.12607333
28,6,1987,0,32.86,24.66,24.19650613
29,6,1987,0,32.78,24.58,21.75769339
30,6,1987,0,31.53,24.33,9.548378886
1,7,1987,0,31.39,21.39,10.00772396
2,7,1987,0,32.1,23.9,21.61804924
3,7,1987,0,32.76,22.26,10.7752676
4,7,1987,0,33.33,23.03,15.97480562
5,7,1987,1.3,31.32,24.32,14.14471249
6,7,1987,0,32.18,24.18,24.55245319
7,7,1987,0,31.73,22.53,17.98084978
8,7,1987,0,32.52,23.32,20.28540354
9,7,1987,0,32.05,24.45,12.32668102
10,7,1987,1.2,31.46,24.06,19.69114481
11,7,1987,39,31.06,24.66,16.32593982
12,7,1987,0,31.29,23.79,24.01021668
13,7,1987,0,32.62,24.42,12.65586818
14,7,1987,0,32.3,24.3,20.34917978
15,7,1987,0.9,31.54,24.54,14.20747065
16,7,1987,16.8,32.69,22.89,20.06663565
17,7,1987,5,33.03,24.03,9.60098106
18,7,1987,2.6,33.63,24.03,13.15302817
19,7,1987,3.7,30.84,23.44,13.31535799
20,7,1987,0,32.64,23.14,23.98402076
21,7,1987,0,32.88,22.28,13.33216157
22,7,1987,32,32.03,24.63,9.626088518
23,7,1987,0,32.43,23.33,23.72977646
24,7,1987,0,32.71,23.91,13.51369844
25,7,1987,21.5,33.05,24.65,13.9886198
26,7,1987,0,32.6,23.4,14.9307167
27,7,1987,24.8,32.65,24.25,16.18585778
28,7,1987,0,32.21,24.31,20.55753798
29,7,1987,0,32.15,24.75,18.3922949
30,7,1987,1.5,32.36,24.16,13.57033935
31,7,1987,41.8,30.73,23.33,12.79903147
1,8,1987,23,31,22.6,11.40070806
2,8,1987,9.7,29.4,22.4,14.69461702
3,8,1987,0,29.2,22.3,9.691772972
4,8,1987,0,32.4,23.4,24.59658497
5,8,1987,0,39.2,23.5,20.84943333
6,8,1987,0,32.5,24.8,15.67975961
7,8,1987,0,33.4,23.8,20.41091071
8,8,1987,0,31,23,11.44976724
9,8,1987,0,31.4,24.2,12.71753678
10,8,1987,0.8,34.4,24.5,25.35050287
11,8,1987,0,32.4,24.2,10.99488373
12,8,1987,0.5,31.2,24,10.36783978
13,8,1987,0,29.4,22.2,9.739337876
14,8,1987,0,34.2,22.6,23.36919555
15,8,1987,0,35.4,25.5,24.65449689
16,8,1987,0,34,24,19.90953431
17,8,1987,5,34,24.8,21.82854669
18,8,1987,0.3,33.2,23,23.75048601
19,8,1987,0,32.8,22.7,21.85522636
20,8,1987,3.6,34.6,23.8,20.2747251
21,8,1987,41.9,34.8,24.8,25.54651665
22,8,1987,0,32.4,22.2,16.14685321
23,8,1987,0,34.4,23.5,23.81763419
24,8,1987,0,34.8,25.4,19.03509921
25,8,1987,36.2,34.2,23.6,19.52201014
26,8,1987,0,31.6,23.2,14.0883611
27,8,1987,23,31.79,23.4,15.37200453
28,8,1987,0,30.2,24.2,16.33624351
29,8,1987,25.5,33.2,22.2,15.05672887
30,8,1987,0,32.4,22.5,16.82262257
31,8,1987,15.3,33.5,23.7,24.84793441
1,9,1987,0.8,31,24,13.61486597
2,9,1987,0,32.4,23.4,23.25052515
3,9,1987,0,31.6,24.4,12.80928111
4,9,1987,21.6,31.2,25.2,15.05711491
5,9,1987,3,31,24,15.37646803
6,9,1987,0.4,34.2,24.1,15.53450022
7,9,1987,0,34.2,24.2,23.7339484
8,9,1987,0.2,32.2,25.6,12.30958203
9,9,1987,2.3,33.6,24.5,18.90062424
10,9,1987,0,31,23,11.33315698
11,9,1987,0,34.6,23.6,24.52048023
12,9,1987,0,35.2,24.8,23.54781718
13,9,1987,20.7,34,25.2,16.46054477
14,9,1987,3.2,29.6,22.2,9.856431743
15,9,1987,0,32.2,22,17.40742979
16,9,1987,0,33.6,24.4,24.63307684
17,9,1987,57.5,34.8,23.8,18.99323786
18,9,1987,0,33.4,22.9,23.31973347
19,9,1987,27.9,33.6,21.5,18.8063247
20,9,1987,3.9,30.6,21.6,11.72610982
21,9,1987,0,29.4,22,10.75092925
22,9,1987,0,32.8,22.4,25.33788608
23,9,1987,7.9,33.4,23.6,15.37593027
24,9,1987,14.4,33.4,23.4,21.12867379
25,9,1987,1.5,31.8,22.6,12.94108327
26,9,1987,0,30.4,23.6,10.68494216
27,9,1987,0,33.5,22.5,23.46272085
28,9,1987,0,33.4,25.2,16.08753733
29,9,1987,2.8,33.6,24.5,22.13373557
30,9,1987,0,29.2,23.4,9.98531354
1,10,1987,11.6,31.2,24.4,16.66208584
2,10,1987,0,29.7,23.6,16.95749917
3,10,1987,0,30.6,24.6,20.5911957
4,10,1987,0,31.4,24.2,20.88028482
5,10,1987,16.5,31,24.6,22.11992159
6,10,1987,0,28.8,25,13.84586924
7,10,1987,0,28.6,25.2,12.39800998
8,10,1987,0,31.4,25.2,12.3761865
9,10,1987,0.3,27.8,23.8,9.353656687
10,10,1987,0,30,24.6,18.00846242
11,10,1987,0.3,36.2,25.4,16.08783353
12,10,1987,1.8,32,24.6,20.61981567
13,10,1987,8.6,30.7,25,16.3439393
14,10,1987,0,31.4,25,21.80216023
15,10,1987,0.3,31.6,25,19.72782359
16,10,1987,0.4,30.8,24.4,13.28170911
17,10,1987,0,29.6,24.6,9.508677493
18,10,1987,0,28.4,24.2,9.799207635
19,10,1987,1.1,29,24,13.66715827
20,10,1987,2.4,29.4,24.2,11.15337261
21,10,1987,2.3,27.6,25.2,12.98978982
22,10,1987,0.3,31,24.8,14.51011601
23,10,1987,0,32,25.6,18.65228655
24,10,1987,8.6,31,25.6,13.06011644
25,10,1987,0,29.5,24.4,16.57381145
26,10,1987,19.4,35.4,24.8,14.69403795
27,10,1987,0.4,27.4,24.8,23.10279965
28,10,1987,10.4,29.2,24.8,12.79221209
29,10,1987,33,29,23.4,9.246716562
30,10,1987,0.2,30.6,24.6,20.97732459
31,10,1987,0,31.4,24.6,21.69553707
1,11,1987,4.2,25.6,24,14.78134487
2,11,1987,1.2,28.7,24.2,19.63239855
3,11,1987,0,30.2,23.2,15.04574231
4,11,1987,0,30.8,24.2,20.45775441
5,11,1987,31.4,27.2,25,13.01816164
6,11,1987,43.4,30,25.4,12.23606823
7,11,1987,0.9,25.8,20,8.749534511
8,11,1987,0,31.2,24.2,20.28957532
9,11,1987,0,32.4,24.8,20.39819254
10,11,1987,0,32.4,26.2,21.40425648
11,11,1987,0,27.4,25.6,21.36171492
12,11,1987,0,31.2,25.6,19.23273029
13,11,1987,0,32.4,26.1,18.45084602
14,11,1987,0,31.4,25,16.63221948
15,11,1987,0,31.7,24.2,17.63786658
16,11,1987,0,32.4,25.2,21.15737017
17,11,1987,0,32.4,25.8,23.18768959
18,11,1987,2.1,33,26.4,20.19492504
19,11,1987,0,31,25.8,16.91779531
20,11,1987,0,31.4,25.2,20.8592579
21,11,1987,8.9,30.6,24.2,22.43934289
22,11,1987,0,32,24.2,20.05595054
23,11,1987,0,32.8,23,21.7805775
24,11,1987,14.4,32.8,24.4,15.7511321
25,11,1987,5.1,31,22.6,13.24387839
26,11,1987,0,35.4,24.5,14.8272861
27,11,1987,0,32.2,22.6,19.90260725
28,11,1987,0,31.6,23.7,16.23853357
29,11,1987,0,32,23.6,18.2503157
30,11,1987,0,31.4,23.8,15.90487946
1,12,1987,0,29.4,24.6,14.58030724
2,12,1987,47,31.2,22,12.39062297
3,12,1987,0,32.1,23.6,18.88562727
4,12,1987,0.3,32.2,23.5,19.73281948
5,12,1987,0,30.9,24.5,13.07126668
6,12,1987,2.5,30.2,24,13.49134611
7,12,1987,18.9,30.8,24.2,14.92075559
8,12,1987,0,32.4,23,17.21335893
9,12,1987,0.5,31,24,20.65565
10,12,1987,0,31,24.6,13.44816524
11,12,1987,0,35.6,23,16.02811518
12,12,1987,0,32.2,24.8,13.28852526
13,12,1987,0,34.2,24.6,16.29920883
